Auth Num,Longitude,Assigned,Inspected This Fiscal?,Authorization,Auth Type,Sector,Office,Last Inspected,IR Number,CPIX,Section,Primary Reason,Secondary Reason,Warning Follow-Up?,AMP Folllow-Up?,Rank,Workplan INS Qtr,25% Unique 4 yr?,Lat,Long,Last IR: Response,Autonumber,Nearest Municipality,Follow Up Date,Notes,High CPIX,Warning Follow-Up,Last IR - Recommended for Investigation,Last IR - Recommended for Order,Active Order,(Unique) Never Inspected,(Unique) Last Inspected before 2017-04-01,Last IR - Recommended AMP (but none initiated),AMP Final Detm'n Issued,Heavy Industry,Audit,PSP Priority,Authorizations - Name
16290,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-13,117361,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.3389,-122.24080000000001,Warning Codes and Regs,1056,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16290 - PETRONAS ENERGY CANADA LTD.
16300,-119.2258,C. White,Complete,TWEEN LAKES RESORT,Municipal Wastewater Regulation,Municipal Sewage Management,Penticton,1970-01-01,148765,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,50.1094444,-119.2258,Advisory,1057,Penticton,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16300 - TWEEN LAKES RESORT
16322,NA,Unassigned,Not Started,WESTCOAST ENERGY INC. doing business as SPECTRA ENERGY TRANSMISSION,Permit,Oil and Natural Gas Industry - Large,Prince George,2019-03-06,119632,High,NA,High CPIX,NA,NA,NA,Priority 4,Q1,NA,49.1972,-121.7964,Notice,1058,Taylor,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16322 - WESTCOAST ENERGY INC. doing business as SPECTRA ENERGY TRANSMISSION
1634,NA,Defer,Defer,NEUCEL SPECIALTY CELLULOSE LTD.,Permit,Pulp Industry,Nanaimo,2018-08-21,99460,Medium,NA,AMP Follow-Up,NA,NA,Yes,Priority 4,NA,NA,50.386379999999996,-127.45330000000001,AMP,111,Port Alice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMP Issued,Heavy Industry,NA,NA,1634 - NEUCEL SPECIALTY CELLULOSE LTD.
16347,NA,Manders,Not Started,0902960 B.C. LTD. doing business as BIRCH BAY RESORT,Municipal Wastewater Regulation,Municipal Sewage Management,Smithers,2018-05-29,97504,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,Q3,NA,54.014,-125.2933,Warning Codes and Regs,1059,Burns Lake,NA,in process of de-registering with Auth North,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16347 - 0902960 B.C. LTD. doing business as BIRCH BAY RESORT
16369,NA,Unassigned,Not Started,STERICYCLE OF BRITISH COLUMBIA,Hazardous Waste Regulation,Hazardous Waste Management,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.102897,-122.724362,NA,1060,Surrey,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16369 - STERICYCLE OF BRITISH COLUMBIA
16373,NA,Unassigned,Not Started,SUNSHINE VALLEY DEVELOPMENTS LTD.,Permit,Burning or Incineration of Wood Residue,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.272358,-121.230274,NA,1061,Hope,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16373 - SUNSHINE VALLEY DEVELOPMENTS LTD.
16377,-124.758,Jeffery,Complete,LAFARGE CANADA INC. doing business as RAYNER BRACHT CONSTRUCTION,Asphalt Plant Regulation,Asphalt Plant Industry,Nanaimo,1970-01-01,150944,Low,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.191700000000004,-124.75800000000001,Advisory,1062,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16377 - LAFARGE CANADA INC. doing business as RAYNER BRACHT CONSTRUCTION
1640,NA,Unassigned,Not Started,BRENTWOOD COLLEGE ASSOCIATION,Permit,Municipal Sewage Management,Nanaimo,2017-03-21,50505,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,48.652895,-123.554763,Advisory,112,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,1640 - BRENTWOOD COLLEGE ASSOCIATION
16412,NA,Unassigned,Not Started,TERVITA CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Surrey,2019-06-18,130177,High,NA,NA,NA,NA,NA,Priority 4,NA,NA,49.198732,-123.075349,Advisory,1063,Richmond,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16412 - TERVITA CORPORATION
16417,NA,Unassigned,Defer,IMPERIAL OIL LIMITED,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Kamloops,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,60,-140,NA,1064,Kamloops,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16417 - IMPERIAL OIL LIMITED
16431,NA,Unassigned,Not Started,TEAL-JONES GROUP,Permit,Wood Processing Industry - Primary,Nanaimo,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,53.224348,-132.313142,NA,1065,Smithers,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16431 - TEAL-JONES GROUP
1644,NA,Garda,Not Started,MACKENZIE PULP MILL CORPORATION,Permit,Pulp Industry,Prince George,2018-11-14,119633,High,NA,AMP Follow-Up,NA,NA,Yes,Priority 4,NA,NA,55.291678,-123.1586,Warning 120(6),113,Mackenzie,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,AMP Issued,Heavy Industry,NA,NA,1644 - MACKENZIE PULP MILL CORPORATION
16440,NA,Robinson,Not Started,"MINISTRY OF ENVIRONMENT, LANDS AND PARKS - PARKS DIVISION",Municipal Wastewater Regulation,Municipal Sewage Management,Surrey,NA,NA,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,49.240044999999995,-122.38665499999999,NA,1066,Maple Ridge,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,"16440 - MINISTRY OF ENVIRONMENT, LANDS AND PARKS - PARKS DIVISION"
16457,NA,Kurinka,Not Started,SCHOOL DISTRICT NO. 79,Municipal Wastewater Regulation,Municipal Sewage Management,Nanaimo,2017-03-10,50200,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,48.693400000000004,-123.59,Notice,1067,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16457 - SCHOOL DISTRICT NO. 79
16486,NA,Unassigned,Not Started,"Floyd & Hansen, Hans Thompson",Municipal Wastewater Regulation,Municipal Sewage Management,Nelson,2019-03-13,120164,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,49.735400000000006,-116.9114,Warning Codes and Regs,1068,Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16486 - Floyd & Hansen, Hans Thompson"
16495,NA,Unassigned,Not Started,GOLD RIVER CHINOOK PROJECT,Land-Based Finfish Waste Control Regulation,Aquaculture - Land-based Industry,Nanaimo,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.6834,-126.12,NA,1069,Nanaimo,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16495 - GOLD RIVER CHINOOK PROJECT
16501,NA,Unassigned,Not Started,BIO-TOX MEDICAL SYSTEMS INC.,Hazardous Waste Regulation,Hazardous Waste Management,Surrey,2017-09-28,67915,Low,NA,NA,NA,NA,NA,Priority 4,NA,NA,49.22282,-122.832529,Order,1070,Port Coquitlam,NA,Paterson; nothing in AMS or the LAN,NA,NA,NA,Last IR Rec'd Order,NA,NA,NA,NA,NA,NA,NA,NA,16501 - BIO-TOX MEDICAL SYSTEMS INC.
16502,NA,Unassigned,Not Started,PREMIUM PELLET LTD,Permit,Wood Processing Industry - Primary,Prince George,2019-09-25,139939,Medium,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,54.238879999999995,-124.2808,Warning 120(7),1071,Vanderhoof,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16502 - PREMIUM PELLET LTD
16509,NA,Lasuik,Not Started,PRINCETON CO-GENERATION CORP.,Permit,Wood Processing Industry - Secondary,Penticton,2019-03-28,121566,Medium,NA,AMP Follow-Up,NA,NA,Yes,Priority 4,Q3,NA,49.467600000000004,-120.48920000000001,AMP,1072,Princeton,NA,"AMP complete, ready for follow up, assign to EPO (Strauss? previously Bailey)",NA,NA,NA,NA,NA,NA,NA,NA,AMP Issued,NA,NA,NA,16509 - PRINCETON CO-GENERATION CORP.
16516,NA,Unassigned,Not Started,FRASER VALLEY REGIONAL DISTRICT,Organic Matter Recycling Regulation,Composting Operations,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.261618999999996,-121.949546,NA,1073,Surrey,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16516 - FRASER VALLEY REGIONAL DISTRICT
16519,NA,Unassigned,Not Started,REGIONAL DISTRICT OF CENTRAL KOOTENAY,Operational Certificate,Municipal Solid Waste Management,Nelson,2013-12-23,15881,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.1366,-117.2454,Advisory,1074,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16519 - REGIONAL DISTRICT OF CENTRAL KOOTENAY
16536,NA,Unassigned,Not Started,O.K. RANCH,Permit,Municipal Sewage Management,Kamloops,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,51.217479999999995,-122.06200000000001,NA,1075,Clinton,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16536 - O.K. RANCH
16540,-117.2505,Story,Complete,PORCUPINE WOOD PRODUCTS LTD.,Permit,Wood Processing Industry - Primary,Nelson,1970-01-01,150178,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.2391,-117.2505,Notice,1076,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16540 - PORCUPINE WOOD PRODUCTS LTD.
16548,NA,Nazeri,Not Started,ALPINE HOLDINGS LTD,Municipal Wastewater Regulation,Municipal Sewage Management,Kamloops,2014-01-30,16046,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,51.507000000000005,-120.126,Notice,1077,Clearwater,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16548 - ALPINE HOLDINGS LTD
16558,NA,Unassigned,Not Started,KAMLOOPS GOLF AND COUNTRY CLUB,Municipal Wastewater Regulation,Municipal Sewage Management,Kamloops,2012-08-23,3958,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,50.7092,-120.4431,Notice,1078,Kamloops,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16558 - KAMLOOPS GOLF AND COUNTRY CLUB
16581,NA,Unassigned,Not Started,PALMER BAY LOGGING LTD,Permit,Wood Processing Industry - Primary,Nanaimo,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.4486,-126.19300000000001,NA,1079,Nanaimo,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16581 - PALMER BAY LOGGING LTD
16584,NA,Unassigned,Not Started,BELLA COOLA SMALL LOGGING OPERATORS ASSOCIATION,Permit,Wood Processing Industry - Primary,Nanaimo,2011-07-22,1726,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,52.368446999999996,-126.81111899999999,Advisory,1080,Bella Coola,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16584 - BELLA COOLA SMALL LOGGING OPERATORS ASSOCIATION
16592,NA,OK Blitz,Not Started,BLACK MOUNTAIN IRRIGATION DISTRICT,Permit,Composting Operations,Penticton,NA,NA,Low,Planned,NA,NA,NA,NA,Priority 4,NA,Yes,49.8564,-119.2681,NA,1081,Kelowna,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16592 - BLACK MOUNTAIN IRRIGATION DISTRICT
16600,NA,Robinson,Not Started,"STERICYCLE, INC.",Hazardous Waste Regulation,Hazardous Waste Management,Surrey,2015-06-03,20588,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.243168,-122.749923,Notice,1082,Port Coquitlam,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,"16600 - STERICYCLE, INC."
1663,NA,Unassigned,Not Started,THE CORPORATION OF THE CITY OF NELSON,Permit,Municipal Solid Waste Management,Nelson,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.4897,-117.3067,NA,114,Nelson,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,1663 - THE CORPORATION OF THE CITY OF NELSON
16661,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-24,115440,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,58.6539,-122.6306,Warning Codes and Regs,1083,Fort Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16661 - CANLIN ENERGY CORPORATION
16662,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-14,117600,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.345200000000006,-122.27090000000001,Warning Codes and Regs,1084,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16662 - PETRONAS ENERGY CANADA LTD.
16664,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-13,117440,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.302,-122.3031,Warning Codes and Regs,1085,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16664 - PETRONAS ENERGY CANADA LTD.
16665,NA,Unassigned,Not Started,CANADIAN HUNTER EXPLORATION LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2016-10-04,47111,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,54.932016999999995,-120.25423599999999,Advisory,1086,Dawson Creek,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16665 - CANADIAN HUNTER EXPLORATION LTD.
16666,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-19,117961,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.211800000000004,-122.1825,Warning Codes and Regs,1087,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16666 - PETRONAS ENERGY CANADA LTD.
16667,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-13,117479,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.3466,-122.25720000000001,Warning Codes and Regs,1088,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16667 - PETRONAS ENERGY CANADA LTD.
16671,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-21,118162,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.3331,-122.2123,Warning Codes and Regs,1089,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16671 - PETRONAS ENERGY CANADA LTD.
16672,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-19,116289,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.3374,-122.3129,Warning Codes and Regs,1090,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16672 - PETRONAS ENERGY CANADA LTD.
16673,NA,Unassigned,Not Started,DEVON CANADA CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2016-10-05,47064,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,54.91146,-120.056868,Advisory,1091,Dawson Creek,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16673 - DEVON CANADA CORPORATION
16674,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-21,115104,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,58.6662,-122.5828,Warning Codes and Regs,1092,Fort Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16674 - CANLIN ENERGY CORPORATION
16676,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-14,117520,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.3562,-122.29060000000001,Warning Codes and Regs,1093,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16676 - PETRONAS ENERGY CANADA LTD.
16679,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-30,115942,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.311519999999994,-122.0502,Warning Codes and Regs,1094,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16679 - CANLIN ENERGY CORPORATION
16680,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-17,114663,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.441159999999996,-122.05160000000001,Warning Codes and Regs,1095,Fort Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16680 - CANLIN ENERGY CORPORATION
16685,NA,Unassigned,Not Started,518235 B.C. LTD. doing business as XAUSA FAMILY TRUST,Municipal Wastewater Regulation,Municipal Sewage Management,Surrey,2019-12-18,144380,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,48.651388999999995,-123.061944,Warning Codes and Regs,1096,Nanaimo,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16685 - 518235 B.C. LTD. doing business as XAUSA FAMILY TRUST
16692,NA,Unassigned,Not Started,COWICHAN VALLEY REGIONAL DISTRICT,Municipal Wastewater Regulation,Municipal Sewage Management,Nanaimo,2020-01-29,144759,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,48.65,-123.56660000000001,Warning Codes and Regs,1097,Nanaimo,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16692 - COWICHAN VALLEY REGIONAL DISTRICT
16709,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-14,117540,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.203900000000004,-122.17,Warning Codes and Regs,1098,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16709 - PETRONAS ENERGY CANADA LTD.
16713,NA,Unassigned,Not Started,"Terrence & Johnston, Sihn Johnston",Municipal Wastewater Regulation,Municipal Sewage Management,Nelson,2020-01-29,145350,Medium,NA,AMP Follow-Up,NA,NA,Yes,Priority 4,NA,NA,49.5026,-117.29780000000001,AMP,1099,Nelson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16713 - Terrence & Johnston, Sihn Johnston"
16716,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-18,114944,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,58.669200000000004,-122.59660000000001,Warning Codes and Regs,1100,Fort Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16716 - CANLIN ENERGY CORPORATION
16717,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-20,117645,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.128400000000006,-122.29350000000001,Warning Codes and Regs,1101,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16717 - PETRONAS ENERGY CANADA LTD.
16718,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-21,115108,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,58.731500000000004,-122.4321,Warning Codes and Regs,1102,Fort Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16718 - CANLIN ENERGY CORPORATION
16719,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-30,115980,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,58.9086,-121.4698,Warning Codes and Regs,1103,Fort Nelson,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16719 - CANLIN ENERGY CORPORATION
16840,NA,Unassigned,Not Started,NORTH COAST REGIONAL DISTRICT,Operational Certificate,Municipal Solid Waste Management,Nanaimo,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,53.321984,-131.959386,NA,1104,Skidegate,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16840 - NORTH COAST REGIONAL DISTRICT
1686,NA,Unassigned,Not Started,"SURREY, THE CORPORATION OF THE DISTRICT OF",Permit,Municipal Solid Waste Management,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.211597999999995,-122.801013,NA,115,Surrey,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,"1686 - SURREY, THE CORPORATION OF THE DISTRICT OF"
16860,-117.5452,Story,Complete,NA,NA,Asphalt Plant Industry,NA,1970-01-01,NA,NA,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.4427,-117.5452,Notice,1105,NA,NA,Cancelled,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16860 - NA
16878,-114.899746,Story,Complete,INTEROUTE CONSTRUCTION LTD. DBA VALLEY BLACKTOP,Asphalt Plant Regulation,Asphalt Plant Industry,Nelson,1970-01-01,151958,Medium,Planned,Unique,Never Inspected,NA,NA,Priority 2,Q1,Yes,49.66556,-114.899746,Advisory,1106,Nelson,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16878 - INTEROUTE CONSTRUCTION LTD. DBA VALLEY BLACKTOP
16885,NA,Unassigned,Not Started,UNIVERSITY OF NORTHERN BRITISH COLUMBIA,Permit,Biotechnology Industry,Prince George,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,53.8943,-122.813537,NA,1107,Prince George,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,16885 - UNIVERSITY OF NORTHERN BRITISH COLUMBIA
16929,NA,Unassigned,Not Started,BACK TO EARTH SOIL REMEDIATION LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2020-02-25,145810,High,NA,NA,NA,NA,NA,Priority 4,NA,NA,54.22,-122.59,Advisory,1108,Prince George,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16929 - BACK TO EARTH SOIL REMEDIATION LTD.
1693,NA,Unassigned,Not Started,CAPITAL REGIONAL DISTRICT,Municipal Wastewater Regulation,Municipal Sewage Management,Nanaimo,2020-02-27,145862,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,48.766400000000004,-123.305,Warning Codes and Regs,116,Nanaimo,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1693 - CAPITAL REGIONAL DISTRICT
16932,NA,Unassigned,Not Started,PETRONAS ENERGY CANADA LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-02-20,116290,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.319700000000005,-122.17450000000001,Warning Codes and Regs,1109,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16932 - PETRONAS ENERGY CANADA LTD.
16938,NA,Unassigned,Not Started,QUADRA MANAGEMENT LTD.,Municipal Wastewater Regulation,Municipal Sewage Management,Nanaimo,2019-02-19,117199,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,49.8828,-127.01,Warning Codes and Regs,1110,Nanaimo,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16938 - QUADRA MANAGEMENT LTD.
16941,NA,Unassigned,Not Started,Michael A. Walker,Municipal Wastewater Regulation,Municipal Sewage Management,Nanaimo,2017-03-10,50171,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,49.712893,-124.927588,Notice,1111,Comox,NA,Pair with 11504. In early stages of amendment.,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,16941 - Michael A. Walker
16948,NA,Unassigned,Not Started,CANLIN ENERGY CORPORATION,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,2019-01-29,115842,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,57.3081,-122.04310000000001,Warning Codes and Regs,1112,Fort St. John,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16948 - CANLIN ENERGY CORPORATION
